Rank,Name,Platform,Year,Publisher,Developer,Critic_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
1422,Pure,X360,2008,Disney Interactive Studios  ,Black Rock Studio  ,8.3,1.38,0.84,0.0,0.25,2.47
1427,WarioWare Touched!,DS,2005,Nintendo  ,Intelligent Systems  ,7.8,0.51,0.45,1.21,0.13,2.3
1428,Resistance 2,PS3,2008,Sony Computer Entertainment  ,Insomniac Games  ,8.5,1.15,0.84,0.1,0.38,2.47
1431,Mario Party 4,GC,2002,Nintendo  ,Hudson Soft  ,7.0,1.13,0.36,0.92,0.07,2.47
1445,Sonic Adventure,DC,1999,Sega  ,Sonic Team  ,8.9,1.26,0.61,0.46,0.08,2.42
1446,Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Ubisoft  ,Ubisoft Montreal  ,8.2,1.56,0.61,0.02,0.23,2.42
1447,God of War Collection,PS3,2009,Sony Computer Entertainment  ,Bluepoint Games  ,9.2,1.7,0.45,0.06,0.4,2.6
1448,Kinect: Disneyland Adventures,X360,2011,Microsoft Studios  ,Frontier Developments  ,8.5,1.73,0.43,0.02,0.23,2.41
1449,Pro Evolution Soccer 2011,PS3,2010,Konami  ,Konami  ,6.0,0.29,1.18,0.54,0.41,2.41
1451,Pokémon Colosseum,GC,2004,Nintendo  ,Genius Sonority Inc.  ,7.0,1.21,0.57,0.7,0.07,2.54
1453,Halo: Combat Evolved Anniversary,X360,2011,Microsoft Studios  ,343 Industries  ,8.0,1.44,0.71,0.04,0.22,2.41
1457,Midnight Club: Los Angeles,X360,2008,Rockstar Games  ,Rockstar San Diego  ,8.0,1.72,0.45,0.01,0.22,2.4
1459,Dino Crisis,PS,1999,Capcom  ,Capcom Production Studio 4  ,8.9,0.81,0.76,0.7,0.14,2.41
1461,Monster Hunter Freedom 2,PSP,2007,Capcom  ,Capcom  ,7.6,0.37,0.27,1.75,0.18,2.58
1471,Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sega  ,Sega  ,6.8,1.12,1.9,0.27,0.43,3.72
1475,ARMS,NS,2017,Nintendo  ,Nintendo EPD  ,7.9,0.9,0.48,0.47,0.14,1.99
1480,The Incredibles,PS2,2004,THQ  ,Heavy Iron Studios  ,5.9,0.96,1.08,0.04,0.3,2.37
1493,Pokémon Ranger: Shadows of Almia,DS,2008,Nintendo  ,HAL Laboratory  ,6.7,0.94,0.54,0.62,0.18,2.28
1494,The Legend of Zelda: The Wind Waker,WiiU,2013,Nintendo  ,Nintendo EAD  ,9.3,1.04,0.73,0.15,0.17,2.08
1495,WarioWare: Smooth Moves,Wii,2007,Nintendo  ,Intelligent Systems  ,8.2,0.86,1.05,0.73,0.26,2.89
1500,Kinect Sports: Season Two,X360,2011,Microsoft Studios  ,Rare Ltd.  ,6.6,1.38,0.72,0.02,0.21,2.33
1502,Art Academy,DS,2010,Nintendo  ,Headstrong Games  ,6.8,0.26,1.66,0.33,0.27,2.52
1507,Mario Tennis,N64,2000,Nintendo  ,Camelot Software Planning  ,8.8,0.78,0.4,1.06,0.07,2.32
1508,Grand Theft Auto,PS,1998,Take-Two Interactive  ,DMA Design  ,6.0,0.79,1.35,0.04,0.14,2.32
1512,Fire Emblem: Awakening,3DS,2013,Nintendo  ,Intelligent Systems  ,9.0,0.9,0.5,0.56,0.14,2.1
1514,The Sims 3,X360,2010,Electronic Arts  ,The Sims Studio  ,8.0,1.28,0.82,0.0,0.2,2.31
1521,Final Fantasy III,DS,2006,Square Enix  ,Matrix Software  ,7.4,0.89,0.04,1.07,0.09,2.08
1522,Resident Evil 4,PS2,2005,Capcom  ,Capcom Production Studio 4  ,9.6,2.08,0.83,0.46,0.25,3.62
1525,Dead Island,PS3,2011,Deep Silver  ,Techland  ,6.7,1.08,0.74,0.15,0.32,2.29
1529,Pro Evolution Soccer 2010,PS3,2009,Konami  ,Konami  ,7.0,0.3,1.27,0.46,0.26,2.28
1535,Animal Crossing,GC,2002,Nintendo  ,Nintendo EAD  ,8.3,1.92,0.16,0.99,0.09,3.15
1537,Kirby Squeak Squad,DS,2006,Nintendo  ,"HAL Laboratory, Flagship  ",7.3,0.78,0.03,1.05,0.08,1.94
1541,No Man's Sky,PS4,2016,Hello Games  ,Hello Games  ,6.8,0.89,0.97,0.04,0.37,2.26
1543,Mario Party 10,WiiU,2015,Nintendo  ,"Nd Cube Co., Ltd.  ",6.3,0.82,0.75,0.29,0.14,2.0
1547,Guitar Hero III: Legends of Rock,PS3,2007,RedOctane  ,Neversoft  ,8.2,1.4,0.53,0.02,0.3,2.25
1553,Super Mario All-Stars: Limited Edition,Wii,2010,Nintendo  ,Nintendo EAD  ,7.2,1.04,0.52,0.92,0.14,2.62
1555,Air Combat,PS,1995,Namco  ,Namco  ,7.0,0.92,0.33,0.52,0.05,1.83
1562,The Legend of Zelda: Link's Awakening DX,GBC,1998,Nintendo  ,Nintendo EAD  ,9.4,1.0,0.63,0.45,0.13,2.22
1569,Need for Speed: Hot Pursuit,X360,2010,Electronic Arts  ,Criterion Games  ,8.8,1.03,0.96,0.0,0.21,2.2
1586,BioShock 2,X360,2010,2K Games  ,2K Marin  ,8.6,1.45,0.54,0.02,0.2,2.2
1588,Final Fantasy XIII,X360,2010,Square Enix  ,Square Enix  ,8.1,1.3,0.67,0.01,0.21,2.19
1592,Donkey Kong Country,GBC,2000,Nintendo  ,Rare Ltd.  ,9.1,1.04,0.72,0.3,0.13,2.19
1594,Pro Evolution Soccer 2012,PS3,2011,Konami  ,Konami  ,7.5,0.34,0.97,0.55,0.32,2.19
1595,Need for Speed: Payback,PS4,2017,Electronic Arts  ,Ghost Games  ,5.8,0.62,1.18,0.04,0.34,2.18
1603,Mario Party 5,GC,2003,Nintendo  ,Hudson Soft  ,5.9,0.97,0.33,0.73,0.06,2.08
1604,Star Wars: Rogue Squadron,N64,1998,LucasArts  ,Factor 5  ,9.0,1.6,0.46,0.08,0.03,2.17
1610,Devil May Cry,PS2,2001,Capcom  ,Capcom  ,9.1,1.36,0.86,0.64,0.13,2.99
1617,Mario & Luigi: Superstar Saga,GBA,2003,Nintendo  ,AlphaDream Corporation  ,8.8,1.48,0.17,0.47,0.06,2.17
1621,Mario & Sonic at the Olympic Games,Wii,2007,Sega  ,Sega  ,7.2,2.57,3.87,0.66,0.9,8.0
1629,NBA 2K12,PS3,2011,2K Sports  ,Visual Concepts  ,9.0,1.62,0.27,0.05,0.18,2.13
1632,Resistance: Fall of Man,PS3,2006,Sony Computer Entertainment  ,Insomniac Games  ,8.5,1.74,1.72,0.14,0.76,4.37
1633,Project Gotham Racing,XB,2001,Microsoft  ,Bizarre Creations  ,8.4,1.37,0.61,0.05,0.09,2.12
1635,NBA 2K11,X360,2010,2K Sports  ,Visual Concepts  ,8.8,1.86,0.12,0.01,0.13,2.11
1638,PES 2009: Pro Evolution Soccer,PS3,2008,Konami  ,Konami  ,7.7,0.11,1.34,0.4,0.26,2.11
1639,Need for Speed: Hot Pursuit 2,PS2,2002,Electronic Arts  ,EA Seattle  ,8.7,1.68,0.31,0.02,0.09,2.11
1642,Killzone: Shadow Fall,PS4,2013,Sony Computer Entertainment  ,Guerrilla Games  ,9.0,0.89,1.58,0.08,0.47,3.02
1643,Kirby: Nightmare in Dream Land,GBA,2002,Nintendo  ,HAL Laboratory  ,8.1,1.22,0.1,0.91,0.04,2.27
1645,Onimusha 2: Samurai's Destiny,PS2,2002,Capcom  ,Capcom  ,8.5,0.62,0.44,1.06,0.13,2.25
1648,Need for Speed: Most Wanted 5-1-0,PSP,2005,Electronic Arts  ,EA Black Box  ,7.4,1.77,0.13,0.02,0.17,2.09
1652,Grand Theft Auto: Episodes from Liberty City,PS3,2010,Rockstar Games  ,Rockstar North  ,9.0,0.62,0.99,0.13,0.34,2.09
1657,Portal 2,X360,2011,Valve  ,Valve Software  ,9.6,1.41,0.49,0.01,0.17,2.08
1658,Mario Party 7,GC,2005,Nintendo  ,Hudson Soft  ,6.0,0.95,0.11,0.46,0.04,1.57
1660,Metal Gear Solid: Peace Walker,PSP,2010,Konami  ,Kojima Productions  ,8.6,0.46,0.42,0.96,0.25,2.08
1665,UFC 2009 Undisputed,X360,2009,THQ  ,Yuke's Osaka  ,8.4,1.48,0.39,0.0,0.19,2.07
1668,Professor Layton and the Last Specter,DS,2011,Nintendo  ,Level 5  ,8.4,0.28,1.41,0.68,0.32,2.68
1669,The Incredibles,GBA,2004,THQ  ,Helixe  ,5.4,1.15,0.77,0.04,0.1,2.06
1670,Call of Duty 2,X360,2005,Activision  ,Infinity Ward  ,8.8,1.84,0.04,0.01,0.16,2.06
1673,R4: Ridge Racer Type 4,PS,1999,Namco  ,Namco  ,9.1,0.68,0.46,0.79,0.13,2.06
1674,Tom Clancy's Splinter Cell: Conviction,X360,2010,Ubisoft  ,Ubisoft Montreal  ,8.6,1.2,0.62,0.04,0.19,2.06
1675,Need for Speed: Undercover,PS3,2008,Electronic Arts  ,EA Vancouver  ,5.9,0.63,1.01,0.05,0.38,2.06
1676,Need for Speed: ProStreet,X360,2007,Electronic Arts  ,EA Black Box  ,7.1,1.04,0.79,0.01,0.21,2.05
1680,Xenoblade Chronicles 2,NS,2017,Nintendo  ,Monolith Soft  ,8.2,0.55,0.52,0.24,0.1,1.4
1682,Dark Souls,PS3,2011,Namco Bandai  ,From Software  ,9.0,0.75,0.53,0.54,0.22,2.05
1685,Need for Speed: ProStreet,PS3,2007,Electronic Arts  ,EA Black Box  ,7.2,0.73,0.91,0.04,0.36,2.04
1689,Dead or Alive 3,XB,2001,Tecmo  ,Team Ninja  ,8.3,1.19,0.29,0.24,0.06,1.77
1691,PGR4 - Project Gotham Racing 4,X360,2007,Microsoft Game Studios  ,Bizarre Creations  ,8.6,0.48,1.28,0.02,0.25,2.04
1692,Dance Central 2,X360,2011,Microsoft  ,Harmonix Music Systems  ,8.6,1.45,0.41,0.01,0.16,2.04
1693,Dragon Quest XI: Echoes of an Elusive Age,PS4,2018,Square Enix  ,Square Enix  ,9.5,0.29,0.22,1.43,0.1,2.04
1696,1080°: TenEighty Snowboarding,N64,1998,Nintendo  ,Nintendo EAD  ,9.1,1.25,0.61,0.13,0.05,2.03
1697,Mario Hoops 3 on 3,DS,2006,Nintendo  ,Square Enix  ,7.1,0.98,0.04,0.49,0.09,1.61
1702,The Sims 3,PS3,2010,Electronic Arts  ,The Sims Studio  ,8.1,0.73,0.96,0.02,0.31,2.03
1703,LEGO City Undercover: The Chase Begins,3DS,2013,Nintendo  ,TT Fusion  ,6.2,0.54,0.99,0.08,0.12,1.74
1704,Onimusha: Warlords,PS2,2001,Capcom  ,Flagship  ,8.7,0.99,0.48,1.09,0.14,2.7
1709,Need for Speed: The Run,PS3,2011,Electronic Arts  ,EA Black Box  ,6.3,0.58,1.05,0.03,0.35,2.01
1710,Donkey Kong Country: Tropical Freeze,WiiU,2014,Nintendo  ,Retro Studios  ,8.8,0.74,0.68,0.16,0.13,1.71
1720,Bloodborne,PS4,2015,Sony Computer Entertainment  ,From Software  ,8.2,1.3,1.05,0.28,0.48,3.11
1730,Deca Sports,Wii,2008,Hudson Soft  ,CAProduction  ,5.3,1.11,0.86,0.29,0.25,2.5
1732,Disney Epic Mickey,Wii,2010,Disney Interactive Studios  ,Junction Point Studios  ,7.0,2.04,0.63,0.12,0.23,3.02
1736,Dragon Quest Monsters: Joker 2,DS,2011,Nintendo  ,TOSE Software  ,8.1,0.09,0.07,1.24,0.02,1.42
1738,Driveclub,PS4,2014,Sony Computer Entertainment  ,Evolution Studios  ,7.2,0.37,1.63,0.02,0.36,2.37
1742,inFAMOUS,PS3,2009,Sony Computer Entertainment  ,Sucker Punch Productions  ,8.7,1.76,0.68,0.12,0.42,2.99
1743,Mario + Rabbids: Kingdom Battle,NS,2017,Ubisoft  ,Ubisoft Milan  ,8.3,1.1,1.08,0.22,0.2,2.59
1755,Saints Row,X360,2006,THQ  ,Volition Inc.  ,8.0,1.17,0.77,0.02,0.22,2.18
1757,Silent Hill,PS,1999,Konami  ,KCET  ,8.9,0.71,0.48,0.3,0.1,1.6
1778,Your Shape: Fitness Evolved,X360,2010,Ubisoft  ,Ubisoft Montreal  ,7.0,0.79,0.41,0.0,0.12,1.32
1781,Tenchu: Stealth Assassins,PS,1998,Activision  ,Acquire  ,8.8,0.95,0.64,0.27,0.13,1.99
1783,Harry Potter and the Chamber of Secrets,GBA,2002,Electronic Arts  ,Eurocom Entertainment Software  ,7.2,1.21,0.64,0.05,0.09,1.99
1784,Just Cause 3,PS4,2015,Square Enix  ,Avalanche Studios  ,7.5,0.53,1.07,0.09,0.3,1.98
1786,Mario Sports Mix,Wii,2011,Nintendo  ,Square Enix  ,6.0,0.88,0.45,0.63,0.12,2.08
1794,Hot Shots Golf: Open Tee,PSP,2005,Sony Computer Entertainment  ,Clap Hanz  ,8.4,0.5,0.5,0.63,0.33,1.96
1799,Tom Clancy's Rainbow Six: Vegas,X360,2006,Ubisoft  ,Ubisoft Montreal  ,8.8,1.09,0.65,0.02,0.2,1.95
1802,Pokémon Battle Revolution,Wii,2007,Nintendo  ,Genius Sonority Inc.  ,5.2,0.78,0.37,0.3,0.13,1.59
1805,Burnout Paradise,PS3,2008,Electronic Arts  ,Criterion Games  ,9.0,1.01,0.63,0.02,0.28,1.95
1813,FIFA Soccer 09,X360,2008,Electronic Arts  ,EA Canada  ,8.7,0.49,1.26,0.01,0.18,1.94
1821,The Legend of Zelda: Oracle of Ages,GBC,2001,Nintendo  ,Flagship  ,9.4,0.92,0.53,0.41,0.06,1.92
1827,Need for Speed: Shift,X360,2009,Electronic Arts  ,Slightly Mad Studios  ,8.2,0.73,0.96,0.01,0.22,1.91
1830,Mario Party 3,N64,2001,Nintendo  ,Hudson Soft  ,7.0,0.72,0.16,1.01,0.02,1.91
1831,Paper Mario: The Thousand-Year Door,GC,2004,Nintendo  ,Intelligent Systems  ,9.0,1.48,0.25,0.46,0.06,2.25
1833,Star Wars Rogue Leader: Rogue Squadron II,GC,2001,LucasArts  ,Factor 5  ,9.2,1.03,0.75,0.03,0.09,1.9
1834,Tomb Raider (2013),X360,2013,Square Enix  ,Crystal Dynamics  ,8.5,0.86,0.87,0.01,0.16,1.9
1835,Dissidia: Final Fantasy,PSP,2009,Square Enix  ,Square Enix  ,8.1,0.51,0.51,0.91,0.31,2.24
1836,Dragon Quest Monsters: Joker,DS,2007,Square Enix  ,TOSE Software  ,7.6,0.23,0.03,1.49,0.02,1.77
1839,Monster Hunter Tri,Wii,2010,Capcom  ,Capcom Production Studio 1  ,8.1,0.65,0.41,1.05,0.11,2.23
1842,Octopath Traveler,NS,2018,Nintendo  ,Square Enix  ,8.1,0.49,0.23,0.23,0.07,1.02
1843,Parasite Eve,PS,1998,Square EA  ,SquareSoft  ,7.9,0.94,0.07,1.05,0.04,2.1
1849,Minecraft,NS,2018,Mojang  ,4J Studios  ,9.2,0.69,0.56,0.52,0.12,1.89
1850,Ratchet & Clank Future: A Crack in Time,PS3,2009,Sony Computer Entertainment  ,Insomniac Games  ,8.7,1.05,0.55,0.03,0.26,1.89
1851,Madden NFL 09,PS3,2008,EA Sports  ,EA Tiburon  ,8.6,1.56,0.15,0.0,0.18,1.89
1862,FIFA 2000,PS,1999,EA Sports  ,EA Canada  ,8.8,0.22,1.47,0.04,0.14,1.87
1863,inFAMOUS 2,PS3,2011,Sony Computer Entertainment  ,Sucker Punch Productions  ,8.1,1.05,0.48,0.08,0.26,1.87
1864,Star Wars: The Force Unleashed,Wii,2008,LucasArts  ,Krome Studios  ,6.8,1.11,0.56,0.0,0.19,1.86
1865,The Legend of Zelda: Oracle of Seasons,GBC,2001,Nintendo  ,Flagship  ,9.3,0.87,0.52,0.41,0.06,1.86
1868,Shrek 2,PS2,2004,Activision  ,"Luxoflux, Inc.  ",6.9,1.12,0.69,0.03,0.02,1.86
1870,The Legend of Dragoon,PS,2000,Sony Computer Entertainment  ,SCEI  ,7.8,0.94,0.44,0.39,0.1,1.86
1871,The Evil Within,PS4,2014,Bethesda Softworks  ,Tango Gameworks  ,7.7,0.56,0.9,0.11,0.28,1.86
1877,Kirby's Epic Yarn,Wii,2010,Nintendo  ,Good-Feel  ,8.7,1.42,0.09,0.45,0.13,2.09
1882,Forza Horizon 4,XOne,2018,Microsoft Studios  ,Playground Games  ,9.2,0.74,0.95,0.01,0.15,1.84
1890,Secret of Mana,SNES,1993,Square  ,SquareSoft  ,9.1,0.25,0.07,1.49,0.02,1.83
1895,Donkey Kong Country,GBA,2003,Nintendo  ,Rare Ltd.  ,7.5,1.2,0.48,0.29,0.07,2.04
1897,Star Fox Adventures,GC,2002,Nintendo  ,Rare Ltd.  ,8.1,0.96,0.53,0.3,0.09,1.87
1899,BioShock Infinite,PS3,2013,2K Games  ,Irrational Games  ,9.5,0.74,0.74,0.04,0.3,1.82
1902,The Orange Box,X360,2007,Electronic Arts  ,Valve Software  ,9.7,1.09,0.53,0.02,0.17,1.82
1904,Crazy Taxi,DC,2000,Sega  ,Hitmaker  ,9.3,1.1,0.51,0.12,0.08,1.81
1911,Dead Rising,X360,2006,Capcom  ,Capcom Production Studio 1  ,8.4,1.16,0.65,0.08,0.2,2.09
1914,Guitar Hero,PS2,2005,RedOctane  ,Harmonix Music Systems  ,8.0,1.67,0.61,0.03,0.07,2.38
1921,Sonic Colors,Wii,2010,Sega  ,Sonic Team  ,7.7,0.95,0.61,0.01,0.16,1.73
1926,Kirby's Return to Dreamland,Wii,2011,Nintendo  ,HAL Laboratory  ,7.6,0.58,0.21,0.79,0.07,1.66
1927,New Play Control! Mario Power Tennis,Wii,2009,Nintendo  ,Camelot Software Planning  ,6.6,0.35,0.69,0.28,0.14,1.46
1934,Wii Party U,WiiU,2013,Nintendo  ,"Nd Cube Co., Ltd.  ",6.6,0.3,0.66,0.84,0.08,1.88
1942,Kirby 64: The Crystal Shards,N64,2000,Nintendo  ,HAL Laboratory  ,7.9,0.63,0.06,1.03,0.04,1.77
1944,UFC 2009 Undisputed,PS3,2009,THQ  ,Yuke's Osaka  ,8.4,1.07,0.45,0.01,0.24,1.76
1952,The Legend of Zelda: The Minish Cap,GBA,2005,Nintendo  ,Flagship  ,8.9,0.89,0.22,0.22,0.1,1.42
1961,Just Cause 2,PS3,2010,Square Enix  ,Avalanche Studios  ,8.3,0.45,0.92,0.06,0.32,1.75
1969,FIFA Soccer 08,PS3,2007,EA Sports  ,EA Canada  ,8.5,0.35,1.07,0.02,0.31,1.75
1982,Mario & Luigi: Partners in Time,DS,2005,Nintendo  ,AlphaDream Corporation  ,8.8,0.74,0.05,0.43,0.07,1.29
1988,Metroid II: Return of Samus,GB,1991,Nintendo  ,Intelligent Systems  ,7.3,0.85,0.31,0.56,0.04,1.76
1990,Titanfall 2,PS4,2016,Electronic Arts  ,Respawn Entertainment  ,8.9,0.75,0.62,0.06,0.28,1.72
2002,Portal 2,PS3,2011,Valve  ,Valve Software  ,9.6,0.83,0.62,0.02,0.24,1.71
2006,Chrono Cross,PS,2000,Square EA  ,SquareSoft  ,9.7,0.62,0.42,0.69,0.12,1.86
2007,Devil May Cry 2,PS2,2003,Capcom  ,Capcom  ,6.5,0.71,0.58,0.51,0.17,1.97
2008,Dragon Quest V: Hand of the Heavenly Bride,DS,2009,Square Enix  ,ArtePiazza  ,8.6,0.17,0.02,1.36,0.02,1.57
2009,Dragon Quest VI: Realms of Revelation,DS,2011,Nintendo  ,ArtePiazza  ,7.6,0.2,0.15,1.35,0.03,1.73
2012,Final Fantasy II,SNES,1991,Square  ,Square  ,10.0,0.24,0.09,1.33,0.12,1.77
2016,Kingdom Hearts 358/2 Days,DS,2009,Square Enix  ,High Horse Entertainment  ,7.5,1.06,0.26,0.53,0.13,1.99
2017,Kingdom Hearts: Birth by Sleep,PSP,2010,Square Enix  ,Square Enix  ,7.9,0.63,0.42,0.75,0.27,2.08
2018,Super Princess Peach,DS,2006,Nintendo  ,TOSE Software  ,7.8,0.7,0.05,0.21,0.07,1.03
2020,Tekken 6,X360,2009,Namco Bandai  ,Namco Bandai Games  ,7.8,0.71,0.41,0.05,0.13,1.3
2031,Need for Speed: Undercover,X360,2008,Electronic Arts  ,EA Vancouver  ,6.3,0.8,0.7,0.01,0.18,1.69
2033,The Legend of Zelda: Breath of the Wild,WiiU,2017,Nintendo  ,Nintendo EPD  ,10.0,0.66,0.42,0.15,0.11,1.34
2036,Harry Potter and the Sorcerer's Stone,GBA,2001,Electronic Arts  ,Griptonite Games  ,6.6,0.87,0.66,0.08,0.08,1.69
2040,Far Cry 4,XOne,2014,Ubisoft  ,Ubisoft Montreal  ,8.5,0.85,0.68,0.02,0.14,1.68
2041,Saints Row 2,PS3,2008,THQ  ,Volition Inc.  ,7.9,0.88,0.54,0.02,0.24,1.68
2045,Time Crisis,PS,1997,Namco  ,Namco  ,8.5,0.38,0.87,0.33,0.1,1.68
2047,Virtua Fighter 4,PS2,2002,Sega  ,Sega-AM2  ,9.3,0.78,0.44,0.56,0.04,1.81
2053,Dragon Age: Origins,PS3,2009,Electronic Arts  ,BioWare Edmonton  ,8.7,0.96,0.42,0.08,0.21,1.67
2058,PGR: Project Gotham Racing 2,XB,2003,Microsoft Game Studios  ,Bizarre Creations  ,8.9,0.97,0.59,0.04,0.07,1.67
2073,Golden Sun,GBA,2001,Nintendo  ,Camelot Software Planning  ,9.1,0.93,0.38,0.4,0.06,1.76
2075,Pokémon Super Mystery Dungeon,3DS,2015,Nintendo  ,ChunSoft  ,7.7,0.51,0.46,0.35,0.09,1.41
2079,MySims,Wii,2007,Electronic Arts  ,EA Redwood Shores  ,7.1,0.9,0.54,0.04,0.17,1.65
2080,Need for Speed Carbon,X360,2006,Electronic Arts  ,EA Black Box  ,7.9,0.76,0.69,0.02,0.18,1.65
2084,Army of Two,X360,2008,Electronic Arts  ,EA Montreal  ,6.7,1.09,0.37,0.02,0.16,1.64
2089,Sonic Mega Collection,GC,2002,Sega  ,Sonic Team  ,7.5,1.47,0.48,0.05,0.06,2.05
2091,Wii Play: Motion,Wii,2011,Nintendo  ,Nintendo EAD  ,5.2,0.23,0.43,0.18,0.08,0.92
2096,Mario Party 6,GC,2004,Nintendo  ,Hudson Soft  ,7.2,0.9,0.11,0.6,0.05,1.65
2100,Ape Escape,PS,1999,Sony Computer Entertainment  ,SCE Japan Studio  ,9.3,0.71,0.48,0.32,0.11,1.63
2102,Kinectimals,X360,2010,Microsoft Game Studios  ,Frontier Studio  ,7.5,1.02,0.46,0.0,0.14,1.62
2103,Uncharted: Golden Abyss,PSV,2012,Sony Computer Entertainment  ,SCEA Bend Studio / Naughty Dog  ,7.9,0.53,0.71,0.13,0.25,1.62
2106,The Order: 1886,PS4,2015,Sony Computer Entertainment  ,Ready at Dawn  ,6.2,0.44,0.86,0.07,0.25,1.62
2116,Rage,X360,2011,Bethesda Softworks  ,id Software  ,7.9,0.82,0.6,0.03,0.15,1.6
2121,Dragon Quest IV: Chapters of the Chosen,DS,2008,Square Enix  ,ArtePiazza  ,8.1,0.3,0.02,1.27,0.03,1.62
2126,Kingdom Hearts: Chain of Memories,GBA,2004,Square Enix  ,Jupiter Corporation  ,7.4,1.26,0.18,0.35,0.06,1.85
2127,Lost Planet: Extreme Condition,X360,2007,Capcom  ,Capcom  ,7.6,1.09,0.04,0.1,0.1,1.34
2128,Metroid Fusion,GBA,2002,Nintendo  ,Nintendo R&D1  ,9.0,1.18,0.27,0.17,0.06,1.68
2129,Pikmin,GC,2001,Nintendo  ,Nintendo EAD  ,8.1,0.78,0.25,0.56,0.04,1.63
2130,Resident Evil 4,GC,2005,Capcom  ,Capcom Production Studio 4  ,9.6,0.98,0.42,0.22,0.06,1.69
2131,Sonic Adventure DX: Director's Cut,GC,2003,Sega  ,Sonic Team  ,5.4,0.87,0.3,0.06,0.03,1.27
2132,Sonic Unleashed,Wii,2008,Sega  ,Sonic Team/Dimps Corporation  ,6.7,1.26,0.68,0.02,0.22,2.16
2133,Super Mario Strikers,GC,2005,Nintendo  ,Next Level Games  ,8.0,0.98,0.38,0.2,0.04,1.61
2136,Just Cause 2,X360,2010,Square Enix  ,Avalanche Studios  ,8.0,0.59,0.83,0.02,0.17,1.6
2139,Sonic Generations,PS3,2011,Sega  ,Sonic Team  ,7.3,0.6,0.72,0.02,0.25,1.59
2141,Far Cry 2,X360,2008,Ubisoft  ,Ubisoft Montreal  ,8.5,0.72,0.69,0.02,0.18,1.59
2142,Soul Blade,PS,1997,Namco  ,Namco  ,8.6,0.61,0.41,0.46,0.1,1.59
2144,Kirby: Planet Robobot,3DS,2016,Nintendo  ,HAL Laboratory  ,7.7,0.41,0.22,0.64,0.06,1.32
2146,Pro Evolution Soccer 2008,PS3,2008,Konami  ,Konami  ,7.1,0.04,1.1,0.32,0.13,1.59
2152,Devil May Cry 4,PS3,2008,Capcom  ,Capcom  ,8.2,0.58,0.45,0.34,0.2,1.58
2156,Pro Evolution Soccer 2010,PS2,2009,Konami  ,Konami  ,7.2,0.1,0.18,0.12,1.16,1.57
2159,Mario Tennis Open,3DS,2012,Nintendo  ,Camelot Software Planning  ,6.6,0.26,0.33,0.36,0.05,1.0
2169,Yoshi's Woolly World,WiiU,2015,Nintendo  ,Good-Feel  ,7.4,0.74,0.53,0.12,0.12,1.52
2178,BioShock 2,PS3,2010,2K Games  ,2K Marin  ,8.5,0.85,0.46,0.02,0.22,1.55
2181,007: The World is Not Enough,N64,2000,Electronic Arts  ,Eurocom Entertainment Software  ,7.4,1.13,0.38,0.02,0.03,1.55
2186,Go Vacation,Wii,2011,Namco Bandai  ,Namco Bandai Games  ,7.0,0.42,0.66,0.33,0.13,1.54
2188,Dark Cloud,PS2,2001,Sony Computer Entertainment  ,Level 5  ,8.2,0.83,0.44,0.08,0.19,1.54
2191,SoulCalibur IV,X360,2008,Namco Bandai  ,Project Soul  ,8.3,0.92,0.43,0.07,0.15,1.58
2196,Pokémon Ranger: Guardian Signs,DS,2010,Nintendo  ,Creatures Inc.  ,6.5,0.5,0.17,0.58,0.05,1.3
2211,Mario vs. Donkey Kong 2: March of the Minis,DS,2006,Nintendo  ,Nintendo Software Technology Corporation  ,7.7,0.73,0.03,0.36,0.07,1.19
2216,Forza Motorsport 7,XOne,2017,Microsoft Studios  ,Turn 10 Studios  ,8.9,0.58,0.81,0.01,0.12,1.52
2227,Call of Duty 3,PS3,2006,Activision  ,Treyarch  ,7.7,0.6,0.63,0.03,0.26,1.51
2236,SoulCalibur II,GC,2003,Namco  ,Namco  ,9.2,0.99,0.32,0.11,0.08,1.5
2238,Metal Gear Rising: Revengeance,PS3,2013,Konami Digital Entertainment  ,PlatinumGames  ,9.0,0.47,0.41,0.44,0.18,1.5
2249,Crackdown,X360,2007,Microsoft Game Studios  ,Realtime Worlds  ,8.4,1.0,0.53,0.03,0.18,1.75
2253,Dirge of Cerberus: Final Fantasy VII,PS2,2006,Square Enix  ,Square Enix  ,5.7,0.47,0.37,0.52,0.12,1.48
2259,Heavenly Sword,PS3,2007,Sony Computer Entertainment  ,Ninja Theory  ,8.0,0.57,0.73,0.06,0.29,1.65
2280,Sonic Colors,DS,2010,Sega  ,Sonic Team  ,8.2,0.69,0.48,0.01,0.12,1.3
2281,SoulCalibur II,PS2,2003,Namco  ,Namco  ,9.1,1.06,0.62,0.13,0.25,2.06
2287,Turok 2: Seeds of Evil,N64,1998,Acclaim Entertainment  ,Iguana Entertainment  ,9.0,1.37,0.41,0.04,0.04,1.86
2292,WWF No Mercy,N64,2000,THQ  ,Aki Corp.  ,9.1,1.2,0.27,0.02,0.02,1.5
2297,Mafia II,PS3,2010,2K Games  ,Illusion Softworks  ,7.0,0.5,0.7,0.04,0.25,1.49
